source_university,yop_kodu,year,il,tercih_sayisi
halic,201910015,2024,ESKİŞEHİR,1
halic,201910015,2024,İSTANBUL,3
halic,201910024,2022,BURSA,1
halic,201910024,2022,ÇANAKKALE,1
halic,201910024,2022,EDİRNE,1
halic,201910024,2022,İSTANBUL,113
halic,201910024,2022,İZMİR,3
halic,201910024,2022,KOCAELİ,1
halic,201910024,2022,TEKİRDAĞ,1
halic,201910024,2023,ANKARA,14
halic,201910024,2023,ÇANAKKALE,1
halic,201910024,2023,EDİRNE,1
halic,201910024,2023,İSTANBUL,89
halic,201910024,2023,İZMİR,3
halic,201910024,2023,KIRKLARELİ,1
halic,201910024,2023,KOCAELİ,1
halic,201910024,2023,MERSİN,2
halic,201910024,2023,TEKİRDAĞ,1
halic,201910024,2024,AMASYA,1
halic,201910024,2024,ANKARA,8
halic,201910024,2024,ANTALYA,4
halic,201910024,2024,AYDIN,3
halic,201910024,2024,BALIKESİR,1
halic,201910024,2024,BOLU,2
halic,201910024,2024,ÇANAKKALE,1
halic,201910024,2024,EDİRNE,1
halic,201910024,2024,İSTANBUL,91
halic,201910024,2024,İZMİR,4
halic,201910024,2024,KOCAELİ,1
halic,201910024,2024,MANİSA,1
halic,201910024,2024,MUĞLA,3
halic,201910024,2024,SAKARYA,1
halic,201910024,2024,TEKİRDAĞ,1
halic,201910078,2022,ANKARA,2
halic,201910078,2022,ANTALYA,4
halic,201910078,2022,AYDIN,1
halic,201910078,2022,BOLU,2
halic,201910078,2022,BURDUR,1
halic,201910078,2022,BURSA,2
halic,201910078,2022,DÜZCE,2
halic,201910078,2022,ELAZIĞ,1
halic,201910078,2022,ESKİŞEHİR,4
halic,201910078,2022,ISPARTA,1
halic,201910078,2022,İSTANBUL,234
halic,201910078,2022,İZMİR,4
halic,201910078,2022,KAYSERİ,1
halic,201910078,2022,KKTC-LEFKOŞA,1
halic,201910078,2022,KOCAELİ,1
halic,201910078,2022,KONYA,2
halic,201910078,2022,MUĞLA,1
halic,201910078,2022,SAKARYA,1
halic,201910078,2022,SAMSUN,1
halic,201910078,2023,ANKARA,3
halic,201910078,2023,İSTANBUL,182
halic,201910078,2023,İZMİR,1
halic,201910078,2023,KAYSERİ,2
halic,201910078,2023,KOCAELİ,1
halic,201910078,2023,MALATYA,1
halic,201910078,2023,NEVŞEHİR,3
halic,201910078,2024,ÇANAKKALE,1
halic,201910078,2024,İSTANBUL,69
halic,201910087,2022,ADANA,1
halic,201910087,2022,ANKARA,6
halic,201910087,2022,ANTALYA,4
halic,201910087,2022,AYDIN,1
halic,201910087,2022,BALIKESİR,1
halic,201910087,2022,BURSA,2
halic,201910087,2022,ÇANAKKALE,3
halic,201910087,2022,ESKİŞEHİR,3
halic,201910087,2022,GAZİANTEP,1
halic,201910087,2022,ISPARTA,1
halic,201910087,2022,İSTANBUL,124
halic,201910087,2022,İZMİR,8
halic,201910087,2022,KIRIKKALE,1
halic,201910087,2022,KIRKLARELİ,2
halic,201910087,2022,KONYA,5
halic,201910087,2022,MERSİN,2
halic,201910087,2022,MUĞLA,2
halic,201910087,2022,SAKARYA,7
halic,201910087,2022,SAMSUN,1
halic,201910087,2022,TEKİRDAĞ,3
halic,201910087,2022,TRABZON,2
halic,201910087,2022,YALOVA,2
halic,201910087,2023,ANKARA,10
halic,201910087,2023,BALIKESİR,1
halic,201910087,2023,BURSA,3
halic,201910087,2023,ÇANAKKALE,2
halic,201910087,2023,ESKİŞEHİR,8
halic,201910087,2023,İSTANBUL,113
halic,201910087,2023,İZMİR,3
halic,201910087,2023,KAYSERİ,1
halic,201910087,2023,KIRKLARELİ,1
halic,201910087,2023,SAKARYA,1
halic,201910087,2023,SAMSUN,1
halic,201910087,2023,SİVAS,1
halic,201910087,2023,TEKİRDAĞ,1
halic,201910087,2024,ANKARA,8
halic,201910087,2024,ANTALYA,6
halic,201910087,2024,AYDIN,1
halic,201910087,2024,BARTIN,1
halic,201910087,2024,BİNGÖL,1
halic,201910087,2024,BOLU,1
halic,201910087,2024,BURSA,3
halic,201910087,2024,ÇANAKKALE,1
halic,201910087,2024,ÇANKIRI,1
halic,201910087,2024,DENİZLİ,3
halic,201910087,2024,DÜZCE,1
halic,201910087,2024,ESKİŞEHİR,5
halic,201910087,2024,İSTANBUL,139
halic,201910087,2024,İZMİR,8
halic,201910087,2024,KIRKLARELİ,1
halic,201910087,2024,KOCAELİ,1
halic,201910087,2024,MANİSA,1
halic,201910087,2024,MUĞLA,1
halic,201910087,2024,RİZE,2
halic,201910087,2024,SAKARYA,1
halic,201910087,2024,SAMSUN,1
halic,201910087,2024,TEKİRDAĞ,1
halic,201910087,2024,TRABZON,1
halic,201910087,2024,YALOVA,1
halic,201910087,2024,ZONGULDAK,1
halic,201910103,2022,İSTANBUL,70
halic,201910103,2022,KOCAELİ,1
halic,201910103,2023,ANKARA,4
halic,201910103,2023,ANTALYA,2
halic,201910103,2023,BURSA,1
halic,201910103,2023,İSTANBUL,27
halic,201910103,2023,İZMİR,6
halic,201910103,2023,KOCAELİ,1
halic,201910103,2024,ANKARA,3
halic,201910103,2024,ANTALYA,1
halic,201910103,2024,ÇANAKKALE,1
halic,201910103,2024,ESKİŞEHİR,4
halic,201910103,2024,İSTANBUL,39
halic,201910103,2024,İZMİR,4
halic,201910103,2024,KOCAELİ,5
halic,201910121,2024,İSTANBUL,112
halic,201910139,2022,ANKARA,3
halic,201910139,2022,BURSA,1
halic,201910139,2022,İSTANBUL,120
halic,201910139,2022,ORDU,2
halic,201910139,2022,SAKARYA,1
halic,201910139,2023,ANKARA,1
halic,201910139,2023,BURSA,1
halic,201910139,2023,ESKİŞEHİR,1
halic,201910139,2023,GİRESUN,1
halic,201910139,2023,İSTANBUL,90
halic,201910139,2023,ORDU,1
halic,201910139,2023,TOKAT,1
halic,201910139,2023,ZONGULDAK,1
halic,201910139,2024,ANKARA,3
halic,201910139,2024,ANTALYA,1
halic,201910139,2024,BALIKESİR,1
halic,201910139,2024,BURSA,3
halic,201910139,2024,ÇANAKKALE,2
halic,201910139,2024,EDİRNE,1
halic,201910139,2024,GİRESUN,2
halic,201910139,2024,İSTANBUL,133
halic,201910139,2024,MANİSA,2
halic,201910139,2024,ORDU,1
halic,201910139,2024,SAKARYA,1
halic,201910139,2024,TRABZON,1
halic,201910148,2024,ANKARA,2
halic,201910148,2024,İSTANBUL,85
halic,201910148,2024,İZMİR,2
halic,201910148,2024,KIBRIS,2
halic,201910157,2022,ANKARA,5
halic,201910157,2022,İSTANBUL,123
halic,201910157,2023,ANKARA,5
halic,201910157,2023,ÇANKIRI,1
halic,201910157,2023,DİYARBAKIR,1
halic,201910157,2023,ERZİNCAN,1
halic,201910157,2023,İSTANBUL,111
halic,201910157,2023,İZMİR,1
halic,201910157,2023,KIRIKKALE,1
halic,201910157,2023,KIRKLARELİ,1
halic,201910157,2023,RİZE,1
halic,201910157,2023,SİVAS,1
halic,201910157,2023,TOKAT,1
halic,201910157,2023,TRABZON,1
halic,201910157,2023,AFYONKARAHİSAR,1
halic,201910157,2024,ANKARA,11
halic,201910157,2024,BURSA,1
halic,201910157,2024,ERZİNCAN,1
halic,201910157,2024,ESKİŞEHİR,4
halic,201910157,2024,İSTANBUL,137
halic,201910157,2024,İZMİR,12
halic,201910157,2024,KIRKLARELİ,1
halic,201910157,2024,SAKARYA,2
halic,201910157,2024,SİVAS,1
halic,201910157,2024,YALOVA,1
halic,201910218,2022,ANKARA,2
halic,201910218,2022,ANTALYA,1
halic,201910218,2022,BURSA,2
halic,201910218,2022,ESKİŞEHİR,2
halic,201910218,2022,İSTANBUL,73
halic,201910218,2022,KOCAELİ,2
halic,201910218,2022,MUĞLA,1
halic,201910218,2022,SAKARYA,1
halic,201910218,2023,İSTANBUL,33
halic,201910218,2024,ANKARA,4
halic,201910218,2024,BOLU,1
halic,201910218,2024,İSTANBUL,56
halic,201910306,2022,BALIKESİR,5
halic,201910306,2022,BİLECİK,1
halic,201910306,2022,DÜZCE,2
halic,201910306,2022,EDİRNE,5
halic,201910306,2022,ESKİŞEHİR,1
halic,201910306,2022,ISPARTA,1
halic,201910306,2022,İSTANBUL,211
halic,201910306,2022,KARABÜK,2
halic,201910306,2022,KIRKLARELİ,1
halic,201910306,2022,KOCAELİ,2
halic,201910306,2022,SAKARYA,4
halic,201910306,2022,TEKİRDAĞ,4
halic,201910306,2022,YALOVA,2
halic,201910306,2023,BALIKESİR,2
halic,201910306,2023,BOLU,3
halic,201910306,2023,ÇANAKKALE,3
halic,201910306,2023,DENİZLİ,2
halic,201910306,2023,DÜZCE,2
halic,201910306,2023,EDİRNE,2
halic,201910306,2023,İSTANBUL,149
halic,201910306,2023,İZMİR,2
halic,201910306,2023,KIRKLARELİ,2
halic,201910306,2023,KOCAELİ,2
halic,201910306,2023,MANİSA,1
halic,201910306,2023,SAKARYA,3
halic,201910306,2023,TEKİRDAĞ,1
halic,201910306,2023,TOKAT,1
halic,201910306,2023,TRABZON,1
halic,201910306,2023,YALOVA,2
halic,201910306,2024,ANKARA,9
halic,201910306,2024,BALIKESİR,5
halic,201910306,2024,BOLU,1
halic,201910306,2024,BURSA,1
halic,201910306,2024,DÜZCE,1
halic,201910306,2024,EDİRNE,1
halic,201910306,2024,ESKİŞEHİR,1
halic,201910306,2024,GİRESUN,1
halic,201910306,2024,İSTANBUL,155
halic,201910306,2024,İZMİR,3
halic,201910306,2024,KOCAELİ,1
halic,201910306,2024,MUĞLA,1
halic,201910306,2024,ORDU,1
halic,201910306,2024,SAKARYA,1
halic,201910306,2024,SAMSUN,1
halic,201910306,2024,SİNOP,1
halic,201910306,2024,TRABZON,1
halic,201910306,2024,ZONGULDAK,2
halic,201910324,2022,AMASYA,1
halic,201910324,2022,ANKARA,15
halic,201910324,2022,ANTALYA,7
halic,201910324,2022,AYDIN,1
halic,201910324,2022,BALIKESİR,1
halic,201910324,2022,EDİRNE,1
halic,201910324,2022,ESKİŞEHİR,1
halic,201910324,2022,İSTANBUL,113
halic,201910324,2022,İZMİR,3
halic,201910324,2022,KAYSERİ,1
halic,201910324,2022,KKTC-GAZİMAĞUSA,1
halic,201910324,2022,KKTC-LEFKOŞA,1
halic,201910324,2022,MUĞLA,1
halic,201910324,2022,ORDU,1
halic,201910324,2022,SAMSUN,11
halic,201910324,2022,SİNOP,1
halic,201910324,2023,AMASYA,1
halic,201910324,2023,ANKARA,9
halic,201910324,2023,BALIKESİR,1
halic,201910324,2023,BARTIN,1
halic,201910324,2023,BOLU,1
halic,201910324,2023,BURSA,1
halic,201910324,2023,ÇANAKKALE,1
halic,201910324,2023,EDİRNE,3
halic,201910324,2023,ESKİŞEHİR,3
halic,201910324,2023,İSTANBUL,92
halic,201910324,2023,İZMİR,9
halic,201910324,2023,KARAMAN,1
halic,201910324,2023,KASTAMONU,1
halic,201910324,2023,KAYSERİ,1
halic,201910324,2023,KOCAELİ,1
halic,201910324,2023,KONYA,1
halic,201910324,2023,SAMSUN,2
halic,201910324,2023,TEKİRDAĞ,2
halic,201910324,2023,TRABZON,1
halic,201910324,2024,ADANA,1
halic,201910324,2024,ANTALYA,1
halic,201910324,2024,BURSA,1
halic,201910324,2024,EDİRNE,2
halic,201910324,2024,ERZURUM,1
halic,201910324,2024,ESKİŞEHİR,1
halic,201910324,2024,İSTANBUL,160
halic,201910324,2024,İZMİR,3
halic,201910324,2024,KOCAELİ,1
halic,201910324,2024,SİVAS,1
halic,201910351,2022,ADANA,1
halic,201910351,2022,ANKARA,1
halic,201910351,2022,ANTALYA,2
halic,201910351,2022,AYDIN,4
halic,201910351,2022,BALIKESİR,1
halic,201910351,2022,BARTIN,1
halic,201910351,2022,BİLECİK,1
halic,201910351,2022,BOLU,1
halic,201910351,2022,ÇANAKKALE,1
halic,201910351,2022,DENİZLİ,1
halic,201910351,2022,DÜZCE,1
halic,201910351,2022,ERZURUM,1
halic,201910351,2022,ESKİŞEHİR,1
halic,201910351,2022,GAZİANTEP,3
halic,201910351,2022,İSTANBUL,78
halic,201910351,2022,İZMİR,3
halic,201910351,2022,KAHRAMANMARAŞ,1
halic,201910351,2022,KARABÜK,2
halic,201910351,2022,KASTAMONU,2
halic,201910351,2022,KIRKLARELİ,2
halic,201910351,2022,KOCAELİ,1
halic,201910351,2022,MANİSA,2
halic,201910351,2022,MERSİN,2
halic,201910351,2022,MUĞLA,1
halic,201910351,2022,SAKARYA,1
halic,201910351,2022,SAMSUN,1
halic,201910351,2022,TRABZON,1
halic,201910351,2022,TUNCELİ,1
halic,201910351,2022,VAN,2
halic,201910351,2023,AMASYA,1
halic,201910351,2023,ANKARA,1
halic,201910351,2023,ANTALYA,1
halic,201910351,2023,BALIKESİR,3
halic,201910351,2023,ÇANAKKALE,1
halic,201910351,2023,ÇANKIRI,1
halic,201910351,2023,EDİRNE,3
halic,201910351,2023,ERZURUM,1
halic,201910351,2023,ESKİŞEHİR,1
halic,201910351,2023,ISPARTA,1
halic,201910351,2023,İSTANBUL,65
halic,201910351,2023,İZMİR,1
halic,201910351,2023,KARABÜK,1
halic,201910351,2023,KASTAMONU,3
halic,201910351,2023,KIRKLARELİ,2
halic,201910351,2023,KIRŞEHİR,1
halic,201910351,2023,KOCAELİ,4
halic,201910351,2023,KÜTAHYA,5
halic,201910351,2023,MALATYA,2
halic,201910351,2023,MANİSA,1
halic,201910351,2023,MERSİN,2
halic,201910351,2023,NİĞDE,1
halic,201910351,2023,RİZE,1
halic,201910351,2023,SAKARYA,5
halic,201910351,2023,SAMSUN,1
halic,201910351,2023,SİVAS,2
halic,201910351,2023,TOKAT,2
halic,201910351,2023,ZONGULDAK,1
halic,201910351,2024,ADANA,2
halic,201910351,2024,ANTALYA,1
halic,201910351,2024,BALIKESİR,2
halic,201910351,2024,BARTIN,1
halic,201910351,2024,BURSA,1
halic,201910351,2024,ÇANAKKALE,1
halic,201910351,2024,GAZİANTEP,2
halic,201910351,2024,İSTANBUL,148
halic,201910351,2024,KIRKLARELİ,1
halic,201910351,2024,KOCAELİ,2
halic,201910351,2024,KONYA,5
halic,201910351,2024,KÜTAHYA,1
halic,201910351,2024,MANİSA,2
halic,201910351,2024,MERSİN,3
halic,201910351,2024,SAKARYA,2
halic,201910387,2022,ANKARA,2
halic,201910387,2022,BOLU,1
halic,201910387,2022,BURSA,1
halic,201910387,2022,İSTANBUL,71
halic,201910387,2022,KOCAELİ,1
halic,201910387,2022,SAKARYA,1
halic,201910387,2023,ADIYAMAN,1
halic,201910387,2023,BALIKESİR,3
halic,201910387,2023,BURSA,1
halic,201910387,2023,ÇANAKKALE,1
halic,201910387,2023,ESKİŞEHİR,2
halic,201910387,2023,İSTANBUL,70
halic,201910387,2023,KOCAELİ,1
halic,201910387,2023,SAKARYA,4
halic,201910387,2023,YALOVA,1
halic,201910387,2023,ZONGULDAK,2
halic,201910387,2024,ANKARA,7
halic,201910387,2024,ANTALYA,1
halic,201910387,2024,BURSA,1
halic,201910387,2024,DENİZLİ,1
halic,201910387,2024,EDİRNE,1
halic,201910387,2024,İSTANBUL,91
halic,201910387,2024,İZMİR,1
halic,201910387,2024,KOCAELİ,6
halic,201910387,2024,SAKARYA,3
halic,201910439,2022,İSTANBUL,110
halic,201910439,2023,ANKARA,4
halic,201910439,2023,BALIKESİR,3
halic,201910439,2023,ESKİŞEHİR,2
halic,201910439,2023,İSTANBUL,117
halic,201910439,2023,İZMİR,4
halic,201910439,2023,KAYSERİ,1
halic,201910439,2023,KONYA,1
halic,201910439,2023,SAKARYA,2
halic,201910439,2023,AFYONKARAHİSAR,1
halic,201910439,2024,BALIKESİR,1
halic,201910439,2024,ESKİŞEHİR,5
halic,201910439,2024,İSTANBUL,107
halic,201910439,2024,İZMİR,3
halic,201910439,2024,KOCAELİ,2
halic,201910439,2024,MERSİN,1
halic,201910509,2022,ADIYAMAN,1
halic,201910509,2022,AĞRI,3
halic,201910509,2022,AKSARAY,1
halic,201910509,2022,ANKARA,16
halic,201910509,2022,ANTALYA,19
halic,201910509,2022,ARDAHAN,1
halic,201910509,2022,AYDIN,2
halic,201910509,2022,BALIKESİR,4
halic,201910509,2022,BİNGÖL,1
halic,201910509,2022,BOLU,1
halic,201910509,2022,BURSA,3
halic,201910509,2022,ÇANAKKALE,6
halic,201910509,2022,ÇANKIRI,1
halic,201910509,2022,DENİZLİ,3
halic,201910509,2022,DİYARBAKIR,1
halic,201910509,2022,EDİRNE,3
halic,201910509,2022,ERZURUM,3
halic,201910509,2022,ESKİŞEHİR,4
halic,201910509,2022,GÜMÜŞHANE,2
halic,201910509,2022,ISPARTA,1
halic,201910509,2022,İSTANBUL,598
halic,201910509,2022,İZMİR,18
halic,201910509,2022,KARABÜK,1
halic,201910509,2022,KASTAMONU,1
halic,201910509,2022,KAYSERİ,5
halic,201910509,2022,KIRIKKALE,1
halic,201910509,2022,KKTC-GİRNE,2
halic,201910509,2022,KOCAELİ,2
halic,201910509,2022,KONYA,1
halic,201910509,2022,KÜTAHYA,1
halic,201910509,2022,MANİSA,1
halic,201910509,2022,MERSİN,3
halic,201910509,2022,ORDU,1
halic,201910509,2022,OSMANİYE,1
halic,201910509,2022,SAKARYA,4
halic,201910509,2022,SARAYBOSNA - BOSNA - HERSEK,1
halic,201910509,2022,SİNOP,1
halic,201910509,2022,TEKİRDAĞ,9
halic,201910509,2022,UŞAK,1
halic,201910509,2022,ZONGULDAK,1
halic,201910509,2022,AFYONKARAHİSAR,1
halic,201910509,2023,ADANA,1
halic,201910509,2023,ANKARA,11
halic,201910509,2023,ANTALYA,4
halic,201910509,2023,AYDIN,4
halic,201910509,2023,BALIKESİR,4
halic,201910509,2023,BİLECİK,1
halic,201910509,2023,BURSA,2
halic,201910509,2023,ÇANAKKALE,2
halic,201910509,2023,DENİZLİ,1
halic,201910509,2023,EDİRNE,1
halic,201910509,2023,ESKİŞEHİR,1
halic,201910509,2023,İSTANBUL,501
halic,201910509,2023,İZMİR,13
halic,201910509,2023,KIRKLARELİ,3
halic,201910509,2023,KKTC-GİRNE,1
halic,201910509,2023,KKTC-LEFKOŞA,2
halic,201910509,2023,KOCAELİ,6
halic,201910509,2023,MERSİN,3
halic,201910509,2023,MUĞLA,4
halic,201910509,2023,SAKARYA,2
halic,201910509,2023,SAMSUN,1
halic,201910509,2023,TEKİRDAĞ,6
halic,201910509,2023,TOKAT,2
halic,201910509,2023,TRABZON,2
halic,201910509,2023,YALOVA,1
halic,201910509,2023,ZONGULDAK,2
halic,201910509,2024,ADANA,1
halic,201910509,2024,ANKARA,13
halic,201910509,2024,ANTALYA,4
halic,201910509,2024,ARTVİN,1
halic,201910509,2024,ÇANAKKALE,4
halic,201910509,2024,DENİZLİ,2
halic,201910509,2024,ERZURUM,5
halic,201910509,2024,ESKİŞEHİR,6
halic,201910509,2024,GÜMÜŞHANE,1
halic,201910509,2024,İSTANBUL,401
halic,201910509,2024,İZMİR,2
halic,201910509,2024,KIBRIS,8
halic,201910509,2024,KIRKLARELİ,1
halic,201910509,2024,KOCAELİ,1
halic,201910509,2024,KONYA,2
halic,201910509,2024,MERSİN,1
halic,201910509,2024,NEVŞEHİR,1
halic,201910509,2024,SAKARYA,2
halic,201910509,2024,SAMSUN,1
halic,201910509,2024,TEKİRDAĞ,5
halic,201910509,2024,TRABZON,1
halic,201910509,2024,ZONGULDAK,3
halic,201910527,2024,ADANA,1
halic,201910527,2024,ANKARA,7
halic,201910527,2024,BİLECİK,1
halic,201910527,2024,BİNGÖL,1
halic,201910527,2024,BOLU,1
halic,201910527,2024,EDİRNE,1
halic,201910527,2024,ESKİŞEHİR,1
halic,201910527,2024,GAZİANTEP,1
halic,201910527,2024,IĞDIR,1
halic,201910527,2024,İSTANBUL,79
halic,201910527,2024,İZMİR,2
halic,201910527,2024,KARABÜK,1
halic,201910527,2024,KARS,2
halic,201910527,2024,KASTAMONU,1
halic,201910527,2024,KIBRIS,11
halic,201910527,2024,KOCAELİ,1
halic,201910527,2024,MALATYA,1
halic,201910527,2024,MUĞLA,3
halic,201910527,2024,NEVŞEHİR,3
halic,201910527,2024,NİĞDE,1
halic,201910527,2024,SAKARYA,2
halic,201910527,2024,SİİRT,1
halic,201910527,2024,SİNOP,1
halic,201910527,2024,TEKİRDAĞ,1
halic,201910527,2024,TUNCELİ,1
halic,201910606,2022,BALIKESİR,1
halic,201910606,2022,BOLU,2
halic,201910606,2022,BURSA,3
halic,201910606,2022,DENİZLİ,3
halic,201910606,2022,DÜZCE,2
halic,201910606,2022,EDİRNE,4
halic,201910606,2022,İSTANBUL,129
halic,201910606,2022,İZMİR,1
halic,201910606,2022,KARABÜK,1
halic,201910606,2022,KOCAELİ,2
halic,201910606,2022,MANİSA,1
halic,201910606,2022,SAKARYA,3
halic,201910606,2022,TEKİRDAĞ,4
halic,201910606,2023,BALIKESİR,2
halic,201910606,2023,BOLU,3
halic,201910606,2023,ÇANAKKALE,1
halic,201910606,2023,DÜZCE,1
halic,201910606,2023,EDİRNE,1
halic,201910606,2023,İSTANBUL,127
halic,201910606,2023,İZMİR,1
halic,201910606,2023,KOCAELİ,5
halic,201910606,2023,SAKARYA,2
halic,201910606,2023,TEKİRDAĞ,1
halic,201910606,2024,ANKARA,1
halic,201910606,2024,ANTALYA,3
halic,201910606,2024,BALIKESİR,4
halic,201910606,2024,BOLU,4
halic,201910606,2024,BURSA,6
halic,201910606,2024,ÇANAKKALE,2
halic,201910606,2024,DÜZCE,2
halic,201910606,2024,EDİRNE,2
halic,201910606,2024,ESKİŞEHİR,1
halic,201910606,2024,GİRESUN,2
halic,201910606,2024,ISPARTA,2
halic,201910606,2024,İSTANBUL,142
halic,201910606,2024,İZMİR,1
halic,201910606,2024,KAYSERİ,2
halic,201910606,2024,KOCAELİ,4
halic,201910606,2024,KONYA,2
halic,201910606,2024,MERSİN,1
halic,201910606,2024,MUĞLA,3
halic,201910606,2024,ORDU,1
halic,201910606,2024,SAKARYA,5
halic,201910606,2024,SAMSUN,4
halic,201910606,2024,TEKİRDAĞ,4
halic,201910606,2024,TRABZON,1
halic,201910606,2024,YALOVA,2
halic,201910633,2024,EDİRNE,1
halic,201910633,2024,İSTANBUL,31
halic,201910633,2024,KARABÜK,1
halic,201910633,2024,ORDU,1
halic,201910633,2024,SAMSUN,3
halic,201910633,2024,SİNOP,1
halic,201910642,2022,ÇANAKKALE,1
halic,201910642,2022,İSTANBUL,70
halic,201910642,2023,İSTANBUL,64
halic,201910642,2024,ANTALYA,1
halic,201910642,2024,BURSA,1
halic,201910642,2024,ÇANAKKALE,2
halic,201910642,2024,EDİRNE,1
halic,201910642,2024,İSTANBUL,103
halic,201910642,2024,İZMİR,5
halic,201910642,2024,KOCAELİ,1
halic,201910642,2024,SAKARYA,1
halic,201910642,2024,TEKİRDAĞ,1
halic,201910669,2024,ANTALYA,2
halic,201910669,2024,BALIKESİR,5
halic,201910669,2024,BOLU,2
halic,201910669,2024,BURSA,1
halic,201910669,2024,ÇANAKKALE,5
halic,201910669,2024,EDİRNE,12
halic,201910669,2024,ERZURUM,1
halic,201910669,2024,ISPARTA,1
halic,201910669,2024,İSTANBUL,412
halic,201910669,2024,İZMİR,1
halic,201910669,2024,KIRKLARELİ,4
halic,201910669,2024,KOCAELİ,1
halic,201910669,2024,MUĞLA,2
halic,201910669,2024,SAKARYA,1
halic,201910669,2024,TEKİRDAĞ,3
halic,201910669,2024,YALOVA,4
halic,201910669,2024,ZONGULDAK,2
halic,201910696,2024,ANKARA,1
halic,201910696,2024,İSTANBUL,81
halic,201910703,2024,AĞRI,4
halic,201910703,2024,AKSARAY,1
halic,201910703,2024,BURSA,1
halic,201910703,2024,GÜMÜŞHANE,1
halic,201910703,2024,İSTANBUL,197
halic,201910703,2024,KIRKLARELİ,1
halic,201910703,2024,KOCAELİ,1
halic,201910703,2024,KONYA,1
halic,201910703,2024,MALATYA,1
halic,201910703,2024,MUĞLA,1
halic,201910703,2024,ORDU,1
halic,201910703,2024,RİZE,1
halic,201910703,2024,SAMSUN,1
halic,201910703,2024,ŞANLIURFA,1
halic,201910703,2024,ŞIRNAK,1
halic,201910703,2024,TRABZON,1
halic,201910748,2024,AFYONKARAHİSAR,1
halic,201910748,2024,ANKARA,6
halic,201910748,2024,ANTALYA,3
halic,201910748,2024,AYDIN,3
halic,201910748,2024,BALIKESİR,7
halic,201910748,2024,BARTIN,2
halic,201910748,2024,BİLECİK,6
halic,201910748,2024,BOLU,1
halic,201910748,2024,BURSA,3
halic,201910748,2024,ÇANAKKALE,3
halic,201910748,2024,DENİZLİ,2
halic,201910748,2024,DÜZCE,4
halic,201910748,2024,EDİRNE,3
halic,201910748,2024,ESKİŞEHİR,2
halic,201910748,2024,ISPARTA,1
halic,201910748,2024,İSTANBUL,466
halic,201910748,2024,İZMİR,4
halic,201910748,2024,KARABÜK,2
halic,201910748,2024,KASTAMONU,2
halic,201910748,2024,KAYSERİ,1
halic,201910748,2024,KIBRIS,8
halic,201910748,2024,KIRKLARELİ,4
halic,201910748,2024,KÜTAHYA,2
halic,201910748,2024,MANİSA,1
halic,201910748,2024,MUĞLA,3
halic,201910748,2024,NEVŞEHİR,1
halic,201910748,2024,TRABZON,3
halic,201910748,2024,YALOVA,1
halic,201910748,2024,ZONGULDAK,4
halic,201910863,2022,BARTIN,1
halic,201910863,2022,BİNGÖL,2
halic,201910863,2022,ERZURUM,1
halic,201910863,2022,ESKİŞEHİR,2
halic,201910863,2022,İSTANBUL,142
halic,201910863,2022,MALATYA,1
halic,201910863,2022,MERSİN,1
halic,201910863,2022,MUŞ,1
halic,201910863,2022,VAN,1
halic,201910863,2023,ANKARA,1
halic,201910863,2023,BURSA,1
halic,201910863,2023,İSTANBUL,102
halic,201910863,2023,KOCAELİ,3
halic,201910863,2023,SAKARYA,1
halic,201910863,2024,İSTANBUL,46
halic,201910863,2024,KOCAELİ,3
halic,201910872,2022,ANKARA,1
halic,201910872,2022,ANTALYA,1
halic,201910872,2022,AYDIN,3
halic,201910872,2022,BALIKESİR,10
halic,201910872,2022,BOLU,5
halic,201910872,2022,BURSA,12
halic,201910872,2022,ÇANAKKALE,8
halic,201910872,2022,DENİZLİ,1
halic,201910872,2022,EDİRNE,2
halic,201910872,2022,ERZURUM,1
halic,201910872,2022,ESKİŞEHİR,8
halic,201910872,2022,İSTANBUL,699
halic,201910872,2022,İZMİR,3
halic,201910872,2022,KARABÜK,2
halic,201910872,2022,KASTAMONU,3
halic,201910872,2022,KİLİS,1
halic,201910872,2022,KOCAELİ,7
halic,201910872,2022,MERSİN,2
halic,201910872,2022,MUĞLA,3
halic,201910872,2022,NEVŞEHİR,3
halic,201910872,2022,SAKARYA,5
halic,201910872,2022,TEKİRDAĞ,5
halic,201910872,2022,YALOVA,4
halic,201910872,2023,ANKARA,9
halic,201910872,2023,ANTALYA,3
halic,201910872,2023,ARDAHAN,4
halic,201910872,2023,AYDIN,1
halic,201910872,2023,BALIKESİR,6
halic,201910872,2023,BARTIN,2
halic,201910872,2023,BAYBURT,2
halic,201910872,2023,BİLECİK,4
halic,201910872,2023,BOLU,4
halic,201910872,2023,BURDUR,1
halic,201910872,2023,BURSA,5
halic,201910872,2023,ÇANAKKALE,9
halic,201910872,2023,ÇANKIRI,1
halic,201910872,2023,DENİZLİ,1
halic,201910872,2023,DÜZCE,4
halic,201910872,2023,EDİRNE,11
halic,201910872,2023,ELAZIĞ,1
halic,201910872,2023,ERZURUM,3
halic,201910872,2023,ESKİŞEHİR,16
halic,201910872,2023,GÜMÜŞHANE,3
halic,201910872,2023,İSTANBUL,491
halic,201910872,2023,İZMİR,7
halic,201910872,2023,KARABÜK,2
halic,201910872,2023,KARAMAN,2
halic,201910872,2023,KASTAMONU,2
halic,201910872,2023,KAYSERİ,2
halic,201910872,2023,KIRIKKALE,1
