source_university,yop_kodu,year,program,tercih_sayisi
halic,201910015,2024,Amerikan Kültürü Ve Edebiyatı,6
halic,201910015,2024,Arkeoloji,1
halic,201910015,2024,Fransızca Mütercim Ve Tercümanlık,1
halic,201910015,2024,Gazetecilik,2
halic,201910015,2024,İngiliz Dili Ve Edebiyatı,15
halic,201910015,2024,İngilizce Mütercim Ve Tercümanlık,1
halic,201910015,2024,İngilizce Öğretmenliği,4
halic,201910015,2024,Psikoloji,8
halic,201910015,2024,Sanat Tarihi,2
halic,201910015,2024,Turizm Rehberliği,1
halic,201910024,2022,Amerikan Kültürü ve Edebiyatı,21
halic,201910024,2022,Coğrafya,1
halic,201910024,2022,Çeviribilimi,1
halic,201910024,2022,Dilbilimi,1
halic,201910024,2022,Fotoğraf ve Video,1
halic,201910024,2022,Gazetecilik,1
halic,201910024,2022,Halkla İlişkiler ve Tanıtım,1
halic,201910024,2022,İngiliz Dili ve Edebiyatı,31
halic,201910024,2022,İngilizce Mütercim ve Tercümanlık (Fakülte),29
halic,201910024,2022,İngilizce Mütercim ve Tercümanlık (Yüksekokul),2
halic,201910024,2022,İngilizce Öğretmenliği,27
halic,201910024,2022,Karşılaştırmalı Edebiyat,1
halic,201910024,2022,"Radyo, Televizyon ve Sinema",2
halic,201910024,2022,Rus Dili ve Edebiyatı,1
halic,201910024,2022,Sanat ve Kültür Yönetimi,1
halic,201910024,2023,Almanca Mütercim ve Tercümanlık (Fakülte),2
halic,201910024,2023,Amerikan Kültürü ve Edebiyatı,24
halic,201910024,2023,Bankacılık ve Sigortacılık (Yüksekokul),1
halic,201910024,2023,Çeviribilimi,2
halic,201910024,2023,Dilbilimi,1
halic,201910024,2023,Fransızca Mütercim ve Tercümanlık,4
halic,201910024,2023,Fransızca Öğretmenliği,3
halic,201910024,2023,İngiliz Dilbilimi,2
halic,201910024,2023,İngiliz Dili ve Edebiyatı,27
halic,201910024,2023,İngilizce Mütercim ve Tercümanlık (Fakülte),24
halic,201910024,2023,İngilizce Mütercim ve Tercümanlık (Yüksekokul),1
halic,201910024,2023,İngilizce Öğretmenliği,17
halic,201910024,2023,İspanyol Dili ve Edebiyatı,1
halic,201910024,2023,Ön Lisans,3
halic,201910024,2023,Yönetim Bilişim Sistemleri (Açıköğretim),1
halic,201910024,2024,Alman Dili Ve Edebiyatı,6
halic,201910024,2024,Almanca Mütercim Ve Tercümanlık,1
halic,201910024,2024,Almanca Öğretmenliği,2
halic,201910024,2024,Amerikan Kültürü Ve Edebiyatı,34
halic,201910024,2024,Dilbilimi,8
halic,201910024,2024,Film Tasarımı Ve Yönetimi,2
halic,201910024,2024,Fransız Dili Ve Edebiyatı,5
halic,201910024,2024,Fransızca Mütercim Ve Tercümanlık,11
halic,201910024,2024,Fransızca Öğretmenliği,3
halic,201910024,2024,İngiliz Dili Ve Edebiyatı,72
halic,201910024,2024,İngilizce Mütercim Ve Tercümanlık,51
halic,201910024,2024,İngilizce Öğretmenliği,39
halic,201910024,2024,İspanyol Dili Ve Edebiyatı,5
halic,201910024,2024,İtalyan Dili Ve Edebiyatı,3
halic,201910024,2024,Karşılaştırmalı Edebiyat,2
halic,201910024,2024,Kore Dili Ve Edebiyatı,2
halic,201910024,2024,Rus Dili Ve Edebiyatı,2
halic,201910024,2024,Rusça Mütercim Ve Tercümanlık,1
halic,201910024,2024,Turizm Rehberliği,5
halic,201910024,2024,Türk Dili Ve Edebiyatı,1
halic,201910024,2024,Çin Dili Ve Edebiyatı,1
halic,201910024,2024,Çizgi Film Ve Animasyon,3
halic,201910078,2022,Acil Yardım ve Afet Yönetimi (Yüksekokul),1
halic,201910078,2022,Beslenme ve Diyetetik (Fakülte),7
halic,201910078,2022,Bilgi Güvenliği Teknolojisi (Fakülte),1
halic,201910078,2022,Elektronik Ticaret ve Yönetimi,2
halic,201910078,2022,Endüstriyel Tasarım (Fakülte),2
halic,201910078,2022,Felsefe,1
halic,201910078,2022,Fizyoterapi ve Rehabilitasyon (Fakülte),9
halic,201910078,2022,Görsel İletişim Tasarımı,2
halic,201910078,2022,Havacılık Yönetimi (Fakülte),2
halic,201910078,2022,İç Mimarlık,2
halic,201910078,2022,İç Mimarlık ve Çevre Tasarımı,10
halic,201910078,2022,İşletme,16
halic,201910078,2022,Kıbrıs,1
halic,201910078,2022,Orman Endüstrisi Mühendisliği,1
halic,201910078,2022,Peyzaj Mimarlığı,2
halic,201910078,2022,Psikoloji,183
halic,201910078,2022,Sosyal Hizmet (Fakülte),1
halic,201910078,2022,Sosyoloji,4
halic,201910078,2022,Şehir ve Bölge Planlama,1
halic,201910078,2022,Tarla Bitkileri,1
halic,201910078,2022,Toprak Bilimi ve Bitki Besleme,1
halic,201910078,2022,Uluslararası Ticaret ve İşletmecilik (Fakülte),2
halic,201910078,2022,Yazılım Geliştirme,2
halic,201910078,2022,Yeni Medya (Fakülte),1
halic,201910078,2022,Yönetim Bilişim Sistemleri (Fakülte),9
halic,201910078,2022,Yönetim Bilişim Sistemleri (Yüksekokul),2
halic,201910078,2023,Beslenme ve Diyetetik (Fakülte),2
halic,201910078,2023,Bilim Tarihi,1
halic,201910078,2023,Çocuk Gelişimi (Yüksekokul),1
halic,201910078,2023,Ekonomi,1
halic,201910078,2023,Fizyoterapi ve Rehabilitasyon (Fakülte),1
halic,201910078,2023,Gastronomi ve Mutfak Sanatları (Fakülte),2
halic,201910078,2023,Halkla İlişkiler ve Tanıtım,3
halic,201910078,2023,İç Mimarlık,2
halic,201910078,2023,İç Mimarlık ve Çevre Tasarımı,2
halic,201910078,2023,İktisat,1
halic,201910078,2023,İşletme,4
halic,201910078,2023,Klasik Arkeoloji,1
halic,201910078,2023,Ön Lisans,5
halic,201910078,2023,Özel Eğitim Öğretmenliği,8
halic,201910078,2023,Psikoloji,143
halic,201910078,2023,Sağlık Yönetimi (Fakülte),1
halic,201910078,2023,Tarih,1
halic,201910078,2023,Tarih Öncesi Arkeolojisi,1
halic,201910078,2023,Türk Dili ve Edebiyatı,5
halic,201910078,2023,Türkçe Öğretmenliği,3
halic,201910078,2023,Uluslararası İlişkiler,3
halic,201910078,2023,Uluslararası Ticaret ve İşletmecilik (Fakülte),1
halic,201910078,2023,Uluslararası Ticaret ve İşletmecilik (Yüksekokul),1
halic,201910078,2024,Fizyoterapi Ve Rehabilitasyon,1
halic,201910078,2024,Hemşirelik,1
halic,201910078,2024,İç Mimarlık,2
halic,201910078,2024,İç Mimarlık Ve Çevre Tasarımı,10
halic,201910078,2024,Kimya,2
halic,201910078,2024,Psikoloji,141
halic,201910078,2024,Türk Dili Ve Edebiyatı,2
halic,201910087,2022,Coğrafya Öğretmenliği,1
halic,201910087,2022,Ergoterapi,1
halic,201910087,2022,Hukuk,33
halic,201910087,2022,İç Mimarlık ve Çevre Tasarımı,3
halic,201910087,2022,İktisat,1
halic,201910087,2022,Psikoloji,115
halic,201910087,2022,Rehberlik ve Psikolojik Danışmanlık,7
halic,201910087,2022,Sağlık Yönetimi (Fakülte),1
halic,201910087,2022,Sınıf Öğretmenliği,3
halic,201910087,2022,Sosyoloji,2
halic,201910087,2022,Yönetim Bilişim Sistemleri (Fakülte),14
halic,201910087,2022,Yönetim Bilişim Sistemleri (Yüksekokul),1
halic,201910087,2023,Hukuk,6
halic,201910087,2023,İç Mimarlık ve Çevre Tasarımı,1
halic,201910087,2023,İktisat,1
halic,201910087,2023,İşletme,1
halic,201910087,2023,Psikoloji,113
halic,201910087,2023,Rehberlik ve Psikolojik Danışmanlık,15
halic,201910087,2023,Sınıf Öğretmenliği,5
halic,201910087,2023,Sosyoloji,1
halic,201910087,2023,Yönetim Bilişim Sistemleri (Fakülte),2
halic,201910087,2023,Yönetim Bilişim Sistemleri (Yüksekokul),1
halic,201910087,2024,Beslenme Ve Diyetetik,1
halic,201910087,2024,Ekonomi Ve Finans,1
halic,201910087,2024,Havacılık Yönetimi,4
halic,201910087,2024,Havacılık Yönetimi (yüksekokul),1
halic,201910087,2024,Hukuk,10
halic,201910087,2024,İktisat,6
halic,201910087,2024,İç Mimarlık Ve Çevre Tasarımı,1
halic,201910087,2024,İşletme,16
halic,201910087,2024,Psikoloji,247
halic,201910087,2024,Rehberlik Ve Psikolojik Danışmanlık,23
halic,201910087,2024,Sınıf Öğretmenliği,10
halic,201910087,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,5
halic,201910087,2024,Sosyoloji,3
halic,201910087,2024,Tarih,1
halic,201910087,2024,Uluslararası İlişkiler,1
halic,201910087,2024,Yönetim Bilişim Sistemleri,27
halic,201910103,2022,Bilgisayar Mühendisliği,6
halic,201910103,2022,Endüstri Mühendisliği,4
halic,201910103,2022,Hemşirelik (Fakülte),5
halic,201910103,2022,İnşaat Mühendisliği,17
halic,201910103,2022,İstatistik,2
halic,201910103,2022,Kimya,4
halic,201910103,2022,Kimya Mühendisliği,4
halic,201910103,2022,Matematik,20
halic,201910103,2022,Matematik Mühendisliği,1
halic,201910103,2022,Matematik ve Bilgisayar Bilimleri,1
halic,201910103,2022,Moleküler Biyoloji ve Genetik,6
halic,201910103,2022,Yazılım Mühendisliği,1
halic,201910103,2023,Endüstri Mühendisliği,2
halic,201910103,2023,İlköğretim Matematik Öğretmenliği,2
halic,201910103,2023,Kimya,1
halic,201910103,2023,Matematik,35
halic,201910103,2023,Matematik ve Bilgisayar Bilimleri,1
halic,201910103,2024,Bilgi Güvenliği Teknolojisi,1
halic,201910103,2024,Bilgisayar Ve Öğretim Teknolojileri Öğretmenliği,2
halic,201910103,2024,Bilişim Sistemleri Mühendisliği (m.t.o.k),1
halic,201910103,2024,Biyomedikal Mühendisliği,6
halic,201910103,2024,Dijital Oyun Tasarımı,2
halic,201910103,2024,Dil Ve Konuşma Terapisi,1
halic,201910103,2024,Elektrik-elektronik Mühendisliği,2
halic,201910103,2024,Endüstri Mühendisliği,1
halic,201910103,2024,Fizik,11
halic,201910103,2024,Fizik Mühendisliği,1
halic,201910103,2024,Fizyoterapi Ve Rehabilitasyon,7
halic,201910103,2024,Fizyoterapi Ve Rehabilitasyon (yüksekokul),1
halic,201910103,2024,Gemi Ve Yat Tasarımı,1
halic,201910103,2024,Gıda Mühendisliği,5
halic,201910103,2024,Harita Mühendisliği,6
halic,201910103,2024,Hemşirelik,4
halic,201910103,2024,İnşaat Mühendisliği,7
halic,201910103,2024,İstatistik,8
halic,201910103,2024,Kimya,4
halic,201910103,2024,Kimya Mühendisliği,1
halic,201910103,2024,Makine Mühendisliği,4
halic,201910103,2024,Makine Mühendisliği (m.t.o.k),1
halic,201910103,2024,Matematik,61
halic,201910103,2024,Mekatronik Mühendisliği,1
halic,201910103,2024,Mekatronik Mühendisliği (m.t.o.k),1
halic,201910103,2024,Metalurji Ve Malzeme Mühendisliği (m.t.o.k),1
halic,201910103,2024,Mimarlık,2
halic,201910103,2024,Otomotiv Mühendisliği (m.t.o.k),1
halic,201910103,2024,Siber Güvenlik Mühendisliği,2
halic,201910103,2024,Veri Bilimi Ve Analitiği,4
halic,201910103,2024,Yapay Zeka Mühendisliği,1
halic,201910103,2024,Yapay Zeka Ve Veri Mühendisliği,6
halic,201910103,2024,Yazılım Mühendisliği,3
halic,201910103,2024,Çevre Mühendisliği,3
halic,201910103,2024,Şehir Ve Bölge Planlama,1
halic,201910121,2024,Ekonomi,7
halic,201910121,2024,Ekonomi Ve Finans,4
halic,201910121,2024,Elektronik Ticaret Ve Yönetimi,1
halic,201910121,2024,Endüstriyel Tasarım,5
halic,201910121,2024,Finans Ve Bankacılık,1
halic,201910121,2024,Fizyoterapi Ve Rehabilitasyon,5
halic,201910121,2024,Halkla İlişkiler Ve Reklamcılık,5
halic,201910121,2024,Halkla İlişkiler Ve Tanıtım,3
halic,201910121,2024,Havacılık Yönetimi,1
halic,201910121,2024,İktisat,2
halic,201910121,2024,İç Mimarlık Ve Çevre Tasarımı,12
halic,201910121,2024,İşletme,94
halic,201910121,2024,Lojistik Yönetimi,4
halic,201910121,2024,Muhasebe Ve Finans Yönetimi,3
halic,201910121,2024,Psikoloji,2
halic,201910121,2024,Reklamcılık,2
halic,201910121,2024,Sermaye Piyasası,1
halic,201910121,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,3
halic,201910121,2024,Turizm İşletmeciliği,2
halic,201910121,2024,Uluslararası Finans,3
halic,201910121,2024,Uluslararası İlişkiler,5
halic,201910121,2024,Uluslararası Ticaret,4
halic,201910121,2024,Uluslararası Ticaret Ve Finansman,14
halic,201910121,2024,Uluslararası Ticaret Ve İşletmecilik,10
halic,201910121,2024,Uluslararası Ticaret Ve Lojistik,4
halic,201910121,2024,Yazılım Geliştirme,1
halic,201910121,2024,Yeni Medya,1
halic,201910121,2024,Yeni Medya Ve İletişim,3
halic,201910121,2024,Yönetim Bilişim Sistemleri,3
halic,201910139,2022,Çalışma Ekonomisi ve Endüstri İlişkileri,2
halic,201910139,2022,Çocuk Gelişimi (Fakülte),2
halic,201910139,2022,Ekonomi,1
halic,201910139,2022,Felsefe,1
halic,201910139,2022,İktisat,7
halic,201910139,2022,İnsan Kaynakları Yönetimi (Fakülte),1
halic,201910139,2022,İstatistik,1
halic,201910139,2022,İşletme,64
halic,201910139,2022,Lojistik Yönetimi (Fakülte),4
halic,201910139,2022,Maliye,5
halic,201910139,2022,Matematik,2
halic,201910139,2022,Odyoloji (Fakülte),2
halic,201910139,2022,Ön Lisans,2
halic,201910139,2022,Psikoloji,4
halic,201910139,2022,Rehberlik ve Psikolojik Danışmanlık,6
halic,201910139,2022,Sağlık Yönetimi (Fakülte),2
halic,201910139,2022,Sınıf Öğretmenliği,2
halic,201910139,2022,Siyaset Bilimi ve Kamu Yönetimi,1
halic,201910139,2022,Siyaset Bilimi ve Uluslararası İlişkiler,2
halic,201910139,2022,Sosyal Bilgiler Öğretmenliği,2
halic,201910139,2022,Sosyoloji,4
halic,201910139,2022,Uluslararası Ticaret ve İşletmecilik (Fakülte),2
halic,201910139,2022,Yönetim Bilişim Sistemleri (Fakülte),8
halic,201910139,2023,Beslenme ve Diyetetik (Fakülte),1
halic,201910139,2023,Dijital Oyun Tasarımı,1
halic,201910139,2023,Gastronomi ve Mutfak Sanatları (Fakülte),4
halic,201910139,2023,Gazetecilik,2
halic,201910139,2023,İktisat,3
halic,201910139,2023,İşletme,57
halic,201910139,2023,Maliye,1
halic,201910139,2023,Psikoloji,9
halic,201910139,2023,"Radyo, Televizyon ve Sinema",1
halic,201910139,2023,Rehberlik ve Psikolojik Danışmanlık,7
halic,201910139,2023,Siyaset Bilimi ve Uluslararası İlişkiler,1
halic,201910139,2023,Sosyal Bilgiler Öğretmenliği,2
halic,201910139,2023,Turizm İşletmeciliği (Fakülte),1
halic,201910139,2023,Türk Dili ve Edebiyatı,3
halic,201910139,2023,Türkçe Öğretmenliği,1
halic,201910139,2023,Uluslararası Ticaret (Fakülte),1
halic,201910139,2023,Uluslararası Ticaret ve Finansman (Fakülte),1
halic,201910139,2023,Uluslararası Ticaret ve İşletmecilik (Fakülte),1
halic,201910139,2024,Beslenme Ve Diyetetik,7
halic,201910139,2024,Ekonomi,2
halic,201910139,2024,Havacılık Yönetimi,6
halic,201910139,2024,İktisat,46
halic,201910139,2024,İç Mimarlık,2
halic,201910139,2024,İç Mimarlık Ve Çevre Tasarımı,9
halic,201910139,2024,İşletme,148
halic,201910139,2024,Lojistik Yönetimi,5
halic,201910139,2024,Maliye,5
halic,201910139,2024,Psikoloji,7
halic,201910139,2024,Rehberlik Ve Psikolojik Danışmanlık,12
halic,201910139,2024,Sınıf Öğretmenliği,3
halic,201910139,2024,Siyaset Bilimi Ve Kamu Yönetimi,3
halic,201910139,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,1
halic,201910139,2024,Turizm İşletmeciliği,2
halic,201910139,2024,Uluslararası İlişkiler,7
halic,201910139,2024,Uluslararası Ticaret,1
halic,201910139,2024,Uluslararası Ticaret Ve Finansman,1
halic,201910139,2024,Uluslararası Ticaret Ve İşletmecilik,3
halic,201910139,2024,Yönetim Bilişim Sistemleri,15
halic,201910148,2024,Beslenme Ve Diyetetik,2
halic,201910148,2024,Ekonometri,1
halic,201910148,2024,Ekonomi,14
halic,201910148,2024,Ekonomi Ve Finans,4
halic,201910148,2024,Elektronik Ticaret Ve Yönetimi,1
halic,201910148,2024,Finans Ve Bankacılık,1
halic,201910148,2024,Finans Ve Bankacılık (yüksekokul),1
halic,201910148,2024,Halkla İlişkiler Ve Reklamcılık,2
halic,201910148,2024,Halkla İlişkiler Ve Tanıtım,1
halic,201910148,2024,Havacılık Yönetimi,1
halic,201910148,2024,İktisat,6
halic,201910148,2024,İç Mimarlık Ve Çevre Tasarımı,5
halic,201910148,2024,İşletme,114
halic,201910148,2024,Lojistik Yönetimi,2
halic,201910148,2024,Muhasebe Ve Finans Yönetimi,5
halic,201910148,2024,Pazarlama,4
halic,201910148,2024,Psikoloji,7
halic,201910148,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,1
halic,201910148,2024,Turizm İşletmeciliği,1
halic,201910148,2024,Uluslararası Finans,4
halic,201910148,2024,Uluslararası İlişkiler,6
halic,201910148,2024,Uluslararası İşletme Yönetimi,1
halic,201910148,2024,Uluslararası Ticaret Ve Finansman,5
halic,201910148,2024,Uluslararası Ticaret Ve İşletmecilik,11
halic,201910148,2024,Yönetim Bilişim Sistemleri,5
halic,201910148,2024,Çocuk Gelişimi,1
halic,201910157,2022,Havacılık Yönetimi (Fakülte),1
halic,201910157,2022,İç Mimarlık ve Çevre Tasarımı,3
halic,201910157,2022,İktisat,20
halic,201910157,2022,İşletme,58
halic,201910157,2022,Psikoloji,11
halic,201910157,2022,Turizm İşletmeciliği (Fakülte),1
halic,201910157,2022,Uluslararası Ticaret ve Finansman (Fakülte),1
halic,201910157,2022,Uluslararası Ticaret ve İşletmecilik (Fakülte),4
halic,201910157,2022,Yönetim Bilişim Sistemleri (Fakülte),26
halic,201910157,2022,Yönetim Bilişim Sistemleri (Yüksekokul),3
halic,201910157,2023,Ekonomi,1
halic,201910157,2023,Ekonomi ve Finans,1
halic,201910157,2023,Havacılık Yönetimi (Fakülte),2
halic,201910157,2023,Hukuk,13
halic,201910157,2023,İktisat,22
halic,201910157,2023,İşletme,49
halic,201910157,2023,Lojistik Yönetimi (Fakülte),3
halic,201910157,2023,Pazarlama (Fakülte),1
halic,201910157,2023,Sınıf Öğretmenliği,2
halic,201910157,2023,Turizm İşletmeciliği (Fakülte),1
halic,201910157,2023,Uluslararası Finans,1
halic,201910157,2023,Uluslararası Ticaret (Fakülte),2
halic,201910157,2023,Uluslararası Ticaret ve Finansman (Fakülte),1
halic,201910157,2023,Uluslararası Ticaret ve İşletmecilik (Fakülte),4
halic,201910157,2023,Yönetim Bilişim Sistemleri (Fakülte),24
halic,201910157,2024,Ekonomi,1
halic,201910157,2024,Ekonomi Ve Finans,2
halic,201910157,2024,Elektrik-elektronik Mühendisliği,1
halic,201910157,2024,Havacılık Elektrik Ve Elektroniği (yüksekokul),1
halic,201910157,2024,Hukuk,7
halic,201910157,2024,İktisat,37
halic,201910157,2024,İç Mimarlık Ve Çevre Tasarımı,5
halic,201910157,2024,İşletme,163
halic,201910157,2024,Mimarlık,1
halic,201910157,2024,Psikoloji,10
halic,201910157,2024,Rehberlik Ve Psikolojik Danışmanlık,3
halic,201910157,2024,Sınıf Öğretmenliği,4
halic,201910157,2024,Siyaset Bilimi Ve Kamu Yönetimi,2
halic,201910157,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,15
halic,201910157,2024,Uluslararası İlişkiler,9
halic,201910157,2024,Uluslararası Ticaret,2
halic,201910157,2024,Uluslararası Ticaret Ve Finansman,1
halic,201910157,2024,Uluslararası Ticaret Ve İşletmecilik,6
halic,201910157,2024,Yönetim Bilişim Sistemleri,28
halic,201910218,2022,Beslenme ve Diyetetik (Fakülte),4
halic,201910218,2022,Endüstriyel Tasarım (Fakülte),10
halic,201910218,2022,İç Mimarlık,9
halic,201910218,2022,Mimarlık,61
halic,201910218,2023,Bilgisayar Mühendisliği,5
halic,201910218,2023,Elektrik-Elektronik Mühendisliği,3
halic,201910218,2023,İç Mimarlık,1
halic,201910218,2023,Mimarlık,18
halic,201910218,2023,Yazılım Mühendisliği,6
halic,201910218,2024,Bilgisayar Mühendisliği,3
halic,201910218,2024,Deniz Ulaştırma İşletme Mühendisliği,1
halic,201910218,2024,Eczacılık,8
halic,201910218,2024,Elektrik-elektronik Mühendisliği,2
halic,201910218,2024,Endüstri Mühendisliği,4
halic,201910218,2024,Hemşirelik,5
halic,201910218,2024,İnşaat Mühendisliği,4
halic,201910218,2024,Makine Mühendisliği,1
halic,201910218,2024,Matematik,2
halic,201910218,2024,Mekatronik Mühendisliği,4
halic,201910218,2024,Metalurji Ve Malzeme Mühendisliği,3
halic,201910218,2024,Mimarlık,81
halic,201910306,2022,Beslenme ve Diyetetik (Fakülte),3
halic,201910306,2022,Bilgisayar Mühendisliği,17
halic,201910306,2022,Dil ve Konuşma Terapisi (Fakülte),1
halic,201910306,2022,Ebelik (Fakülte),11
halic,201910306,2022,Fen Bilgisi Öğretmenliği,5
halic,201910306,2022,Fizyoterapi ve Rehabilitasyon (Fakülte),4
halic,201910306,2022,Gıda Mühendisliği,1
halic,201910306,2022,Hemşirelik (Fakülte),179
halic,201910306,2022,Hemşirelik (Yüksekokul),15
halic,201910306,2022,Kimya,4
halic,201910306,2022,Kimya Mühendisliği,1
halic,201910306,2023,Çevre Mühendisliği,3
halic,201910306,2023,Elektrik-Elektronik Mühendisliği,12
halic,201910306,2023,Endüstri Mühendisliği,1
halic,201910306,2023,Hemşirelik (Fakülte),151
halic,201910306,2023,Hemşirelik (Yüksekokul),5
halic,201910306,2023,Kimya,2
halic,201910306,2023,Makine Mühendisliği,1
halic,201910306,2023,Matematik,1
halic,201910306,2023,Mekatronik Mühendisliği,1
halic,201910306,2023,Tekstil Mühendisliği,1
halic,201910306,2024,Bilgisayar Mühendisliği,1
halic,201910306,2024,Biyomedikal Mühendisliği,1
halic,201910306,2024,Deniz Ulaştırma İşletme Mühendisliği,2
halic,201910306,2024,Ebelik,8
halic,201910306,2024,Elektrik-elektronik Mühendisliği,1
halic,201910306,2024,Enerji Sistemleri Mühendisliği,2
halic,201910306,2024,Fizyoterapi Ve Rehabilitasyon,1
halic,201910306,2024,Gemi Makineleri İşletme Mühendisliği,1
halic,201910306,2024,Hemşirelik,300
halic,201910306,2024,Hemşirelik (yüksekokul),5
halic,201910306,2024,İşletme,5
halic,201910306,2024,Maden Mühendisliği,1
halic,201910306,2024,Maliye,2
halic,201910306,2024,Metalurji Ve Malzeme Mühendisliği,4
halic,201910306,2024,Otomotiv Mühendisliği,1
halic,201910306,2024,Siber Güvenlik Mühendisliği,1
halic,201910306,2024,Yapay Zeka Mühendisliği,1
halic,201910306,2024,Yapay Zeka Ve Makine Öğrenmesi,1
halic,201910324,2022,Beslenme ve Diyetetik (Fakülte),118
halic,201910324,2022,Beslenme ve Diyetetik (Yüksekokul),1
halic,201910324,2022,Bilgisayar Mühendisliği,1
halic,201910324,2022,Dil ve Konuşma Terapisi (Fakülte),3
halic,201910324,2022,Elektrik-Elektronik Mühendisliği,1
halic,201910324,2022,Fizyoterapi ve Rehabilitasyon (Fakülte),5
halic,201910324,2022,Havacılık ve Uzay Mühendisliği,1
halic,201910324,2022,Hemşirelik (Fakülte),20
halic,201910324,2022,İç Mimarlık,1
halic,201910324,2022,Kıbrıs,2
halic,201910324,2022,Kimya,1
halic,201910324,2022,Matematik Öğretmenliği,1
halic,201910324,2022,Mimarlık,2
halic,201910324,2022,Moleküler Biyoloji ve Genetik,1
halic,201910324,2022,Yazılım Geliştirme,1
halic,201910324,2022,Yazılım Mühendisliği,1
halic,201910324,2023,Beslenme ve Diyetetik (Fakülte),82
halic,201910324,2023,Beslenme ve Diyetetik (Yüksekokul),3
halic,201910324,2023,Bilgisayar Mühendisliği,7
halic,201910324,2023,Biyoloji,2
halic,201910324,2023,Çevre Mühendisliği,2
halic,201910324,2023,Endüstri Mühendisliği,2
halic,201910324,2023,Fen Bilgisi Öğretmenliği,2
halic,201910324,2023,Harita Mühendisliği,2
halic,201910324,2023,Hemşirelik (Fakülte),12
halic,201910324,2023,İç Mimarlık,6
halic,201910324,2023,İşletme,4
halic,201910324,2023,Kimya Mühendisliği,1
halic,201910324,2023,Mimarlık,4
halic,201910324,2023,Psikoloji,1
halic,201910324,2023,Şehir ve Bölge Planlama,2
halic,201910324,2024,Aktüerya Bilimleri,2
halic,201910324,2024,Beslenme Ve Diyetetik,138
halic,201910324,2024,Beslenme Ve Diyetetik (yüksekokul),4
halic,201910324,2024,Bilgisayar Mühendisliği,3
halic,201910324,2024,Biyoloji,3
halic,201910324,2024,Biyoloji Öğretmenliği,1
halic,201910324,2024,Biyomedikal Mühendisliği,2
halic,201910324,2024,Dijital Oyun Tasarımı,1
halic,201910324,2024,Dil Ve Konuşma Terapisi,12
halic,201910324,2024,Ebelik,10
halic,201910324,2024,Ebelik (yüksekokul),1
halic,201910324,2024,Endüstri Mühendisliği,7
halic,201910324,2024,Endüstriyel Tasarım,2
halic,201910324,2024,Fen Bilgisi Öğretmenliği,2
halic,201910324,2024,Fizyoterapi Ve Rehabilitasyon,20
halic,201910324,2024,Fizyoterapi Ve Rehabilitasyon (yüksekokul),1
halic,201910324,2024,Gıda Mühendisliği,1
halic,201910324,2024,Hemşirelik,32
halic,201910324,2024,Hemşirelik (yüksekokul),2
halic,201910324,2024,İlköğretim Matematik Öğretmenliği,1
halic,201910324,2024,İç Mimarlık,1
halic,201910324,2024,Kimya,4
halic,201910324,2024,Kimya Mühendisliği,3
halic,201910324,2024,Matematik,5
halic,201910324,2024,Moleküler Biyoloji Ve Genetik,9
halic,201910324,2024,Odyoloji,1
halic,201910324,2024,Veri Bilimi Ve Analitiği,1
halic,201910324,2024,Veteriner,7
halic,201910324,2024,Yapay Zeka Ve Makine Öğrenmesi,1
halic,201910324,2024,Yazılım Geliştirme,2
halic,201910324,2024,Yazılım Mühendisliği,7
halic,201910324,2024,Çevre Mühendisliği,1
halic,201910351,2022,Beslenme ve Diyetetik (Fakülte),6
halic,201910351,2022,Biyoloji,1
halic,201910351,2022,Dil ve Konuşma Terapisi (Fakülte),3
halic,201910351,2022,Ebelik (Fakülte),69
halic,201910351,2022,Ebelik (Yüksekokul),3
halic,201910351,2022,Fen Bilgisi Öğretmenliği,2
halic,201910351,2022,Fizyoterapi ve Rehabilitasyon (Fakülte),4
halic,201910351,2022,Gıda Mühendisliği,1
halic,201910351,2022,Hemşirelik (Fakülte),26
halic,201910351,2022,İlköğretim Matematik Öğretmenliği,1
halic,201910351,2022,Kimya Mühendisliği,2
halic,201910351,2022,Moleküler Biyoloji ve Genetik,1
halic,201910351,2022,Veterinerlik,1
halic,201910351,2023,Beslenme ve Diyetetik (Fakülte),4
halic,201910351,2023,Denizcilik İşletmeleri Yönetimi,1
halic,201910351,2023,Ebelik (Fakülte),86
halic,201910351,2023,Ebelik (Yüksekokul),1
halic,201910351,2023,Hemşirelik (Fakülte),15
halic,201910351,2023,Hemşirelik (Yüksekokul),2
halic,201910351,2023,İktisat,2
halic,201910351,2023,İşletme,2
halic,201910351,2023,Uluslararası Ticaret ve Finansman (Fakülte),1
halic,201910351,2024,Bilgisayar Mühendisliği,2
halic,201910351,2024,Ebelik,157
halic,201910351,2024,Ebelik (yüksekokul),7
halic,201910351,2024,Fen Bilgisi Öğretmenliği,2
halic,201910351,2024,Fizyoterapi Ve Rehabilitasyon,5
halic,201910351,2024,Hemşirelik,123
halic,201910351,2024,Hemşirelik (yüksekokul),3
halic,201910351,2024,Kimya Mühendisliği,2
halic,201910351,2024,Makine Mühendisliği,1
